HR_Mean,QRS_Mean,QR_Mean,RS_Mean,PR_Mean,TR_Mean,PP_Mean,QQ_Mean,SS_Mean,TT_Mean,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,VLF_Peak,VLF_Rel,LF_Peak,LF_Rel,HF_Peak,HF_Rel,LF_Norm,HF_Norm,fft_ratio,fft_total
73.7197610362972,0.0636111111111113,0.02719444444444449,0.0636111111111113,0.12258333333333324,0.1623333333333336,0.8143428571428573,0.8144,0.8138857142857144,0.8142857142857144,814.4285714285714,59.27269270785946,,,,,,,27.324843253411892,27.68166378316017,0.0727782580170174,0.03355093891841488,820.0,40.0302,0.04881731707317073,51.0,790.6,856.2,5.714285714285714,42.857142857142854,678.0,928.0,7.0,148.4375,0.0390625,9.664955995205592,0.1494140625,27.093314893283825,0.3994140625,63.24172911151058,29.99203154408812,70.00796845591188,0.4284088255321373,19.540189283801652
70.00371462198154,0.06391176470588202,0.02782352941176461,0.06391176470588202,0.1243235294117647,0.17038235294117646,0.8576363636363636,0.8575757575757575,0.8575757575757575,0.8578484848484849,857.5454545454545,29.91455635335717,,,,,,,19.412463779747277,19.586424487219418,0.034883930868963096,0.02263724176584544,864.0,25.2042,0.02917152777777778,43.0,829.0,880.6,3.0303030303030303,24.242424242424242,779.0,916.0,6.6,101.5625,0.0390625,9.657960514163639,0.1494140625,27.077437948445077,0.3994140625,63.26460153739127,29.97213490258898,70.02786509741102,0.4280029793982264,20.207089455518194
72.26186252112629,0.06342857142857138,0.027771428571428527,0.06342857142857138,0.12451428571428565,0.17759999999999967,0.8301764705882353,0.8301176470588234,0.8301176470588235,0.8300882352941176,830.1176470588235,34.21214094784619,,,,,,,17.8300053535912,18.106429880854567,0.041213605166764825,0.021478889669150396,835.5,34.8411,0.04170089766606822,51.25,795.6,855.8,2.941176470588235,20.588235294117645,769.0,894.0,8.5,93.75,0.0390625,9.664737408434194,0.1494140625,27.092818807324043,0.3994140625,63.242443784241765,29.991409810606537,70.00859018939346,0.4283961400946813,19.274011430098035
75.96150499159249,0.062459459459459576,0.026513513513513477,0.062459459459459576,0.12337837837837813,0.17432432432432435,0.79025,0.7902222222222223,0.7907222222222221,0.79025,790.1666666666666,47.71193321831103,,,,,,,24.664607378647997,25.007494674916288,0.06038211333260202,0.031214436674095757,786.0,47.4432,0.060360305343511444,65.0,757.0,825.0,5.555555555555555,38.88888888888889,700.0,893.0,9.0,78.125,0.0390625,9.641671742287498,0.1494140625,27.040464377623735,0.3994140625,63.31786388008878,29.92581303684722,70.07418696315278,0.4270590117953585,18.691866245785242
72.0446274250121,0.06202857142857136,0.027428571428571125,0.06202857142857136,0.12414285714285699,0.16122857142857164,0.8330000000000001,0.8330000000000001,0.8330588235294119,0.8330294117647059,833.0588235294117,27.77391535832769,,,,,,,21.513209472744457,21.806657309874502,0.03333968091311755,0.025824358214705252,834.5,31.875899999999998,0.038197603355302576,42.5,810.8,857.2,0.0,38.23529411764706,782.0,876.0,6.8,85.9375,0.0390625,9.66292708871552,0.1494140625,27.088710212974703,0.3994140625,63.248362698309776,29.986260723299242,70.01373927670075,0.4282910901928945,19.89414662852505
73.73773118515673,0.06130555555555566,0.02763888888888896,0.06130555555555566,0.1244166666666669,0.16166666666666665,0.8138857142857143,0.8139142857142857,0.8139142857142858,0.8142,813.9142857142857,32.8788967080633,,,,,,,22.0820661863609,22.41364891654214,0.04039601870264386,0.02713070230359924,812.0,31.1346,0.03834310344827586,44.0,791.0,840.2,0.0,28.57142857142857,742.0,890.0,7.0,78.125,0.0390625,9.67277972875064,0.1494140625,27.111070161450822,0.3994140625,63.216150109798534,30.014285926254857,69.98571407374514,0.42886303759976346,19.487491791445663
77.38152732257453,0.06728947368421051,0.02639473684210541,0.06728947368421051,0.1223947368421053,0.16457894736842094,0.7750000000000001,0.7750270270270271,0.7750270270270271,0.775054054054054,775.027027027027,39.16807549699293,,,,,,,21.215822187959418,21.3163622972425,0.050537689823850554,0.027374299796153526,773.0,42.9954,0.05562147477360931,57.0,740.4,802.8,2.7027027027027026,27.027027027027028,724.0,877.0,7.4,23.4375,0.0390625,9.646427296593192,0.1494140625,27.05125955873095,0.3994140625,63.30231314467587,29.939335821870575,70.06066417812943,0.4273344561186251,17.86812477912443
97.11494007792368,0.07437500000000007,0.028604166666666504,0.07437500000000007,0.1680416666666665,0.14966666666666664,0.617,0.6180425531914894,0.6180851063829788,0.6181489361702128,618.0425531914893,57.42706430837842,,,,,,,20.678175850924063,20.88724040159932,0.09291765431333605,0.033457527712525165,594.0,45.9606,0.07737474747474747,72.5,572.2,660.0,0.0,34.04255319148936,532.0,748.0,6.714285714285714,62.5,0.0390625,9.667037106545367,0.1494140625,27.09803794557617,0.3994140625,63.234924947878454,29.99795099994406,70.00204900005593,0.4285296134677442,15.581945005478799
95.28832570808436,0.07410638297872318,0.02623404255319147,0.07410638297872318,0.17495744680851072,0.14758695652173906,0.6305434782608696,0.6304565217391305,0.6305434782608696,0.6278888888888888,630.4782608695652,76.72743653288707,,,,,,,19.733220720399395,19.35116732312748,0.12169719607312617,0.03129881225909841,612.0,84.5082,0.13808529411764706,125.75,558.0,696.0,2.1739130434782608,28.26086956521739,533.0,792.0,11.5,0.0,0.0390625,9.644378133878917,0.1494140625,27.046607991139247,0.3994140625,63.30901387498184,29.933508765192173,70.06649123480783,0.4272157523184452,14.967133014365343
87.59971056730713,0.07476744186046536,0.028749999999999862,0.07476744186046536,0.17949999999999974,0.14374418604651185,0.6854651162790698,0.6835348837209303,0.6855238095238095,0.6855476190476191,684.1162790697674,44.61273003373727,,,,,,,26.08593855846844,26.312912001127774,0.0652122035370943,0.03813085488031216,682.0,47.4432,0.06956480938416422,58.5,646.0,718.0,4.651162790697675,37.2093023255814,600.0,772.0,6.142857142857143,85.9375,0.0390625,9.676147205211148,0.1494140625,27.118711852739047,0.3994140625,63.205140942049795,30.023865251132907,69.9761347488671,0.4290586406191718,16.53297532820681
85.82119671529216,0.07499999999999983,0.028857142857142786,0.07499999999999983,0.18150000000000036,0.14409523809523783,0.6991951219512195,0.6991951219512195,0.6991951219512196,0.6994146341463414,699.2439024390244,29.397942519677187,,,,,,,19.489740891043166,19.728672353215075,0.04204247247224405,0.02787259327262094,704.0,29.651999999999997,0.04211931818181818,38.0,679.0,726.0,0.0,29.268292682926827,623.0,739.0,6.833333333333333,109.375,0.0390625,9.655524526831591,0.1494140625,27.071908947413714,0.3994140625,63.27256652575469,29.96520684372544,70.03479315627456,0.42786171691635533,16.92334924343378
88.34777294417391,0.07490697674418607,0.029395348837209265,0.07490697674418607,0.1714651162790697,0.14634883720930245,0.6792619047619048,0.6792619047619047,0.6793095238095238,0.6793095238095239,679.3095238095239,51.1194145235558,,,,,,,23.75073811433257,23.972443529613077,0.0752520209592844,0.03496305775479191,683.0,54.1149,0.0792311859443631,71.0,634.4,725.0,4.761904761904762,42.857142857142854,584.0,773.0,7.0,109.375,0.0390625,9.661069369030999,0.1494140625,27.084493956700083,0.3994140625,63.25443667426892,29.98097693600025,70.01902306399975,0.42818330825033973,16.13830202909373
91.88115217134636,0.07437777777777778,0.02967391304347844,0.07437777777777778,0.17408695652173928,0.1475999999999999,0.6531111111111112,0.6507555555555555,0.6542727272727272,0.654659090909091,650.9555555555555,43.169831403821156,,,,,,,25.730685607231337,25.58940509814473,0.06631763264848094,0.039527561271478176,649.0,47.4432,0.07310200308166409,57.0,615.2,687.8000000000001,2.2222222222222223,35.55555555555556,500.0,733.0,9.0,164.0625,0.0390625,9.665905525541168,0.1494140625,27.09546985249781,0.3994140625,63.238624621961016,29.99473234345513,70.00526765654487,0.42846393346588235,15.797663312430199
84.4831662594629,0.07457142857142865,0.028404761904761804,0.07457142857142865,0.1818571428571428,0.1469761904761905,0.7105609756097561,0.7106829268292683,0.7106829268292684,0.7089756097560976,710.390243902439,55.75521412781969,,,,,,,26.771720153923617,27.105385499507715,0.07848533197969537,0.03768593443352566,707.0,63.751799999999996,0.09017227722772277,84.0,659.0,770.0,4.878048780487805,34.146341463414636,613.0,817.0,10.25,62.5,0.0390625,9.64512119767602,0.1494140625,27.04829474555585,0.3994140625,63.30658405676812,29.93562174404705,70.06437825595296,0.427258793829425,17.526979510880437
79.33954702681237,0.07407692307692329,0.02702499999999982,0.07407692307692329,0.18442499999999976,0.1494615384615387,0.7570769230769232,0.7570769230769232,0.7551842105263159,0.7551842105263159,757.1282051282051,58.85315333285017,,,,,,,32.16118942550412,32.58494752367894,0.07773208412290561,0.042477864657093634,783.0,48.925799999999995,0.062485057471264364,100.0,692.6,807.4,12.82051282051282,41.02564102564102,640.0,839.0,7.8,187.5,0.0390625,9.683286267911823,0.1494140625,27.134911241336727,0.3994140625,63.18180249075145,30.044174682693416,69.95582531730658,0.42947352198932176,18.738883367066894
75.01447693439384,0.07424324324324334,0.026810810810810652,0.07424324324324334,0.18527027027027013,0.147621621621622,0.8001111111111112,0.8002222222222222,0.8001111111111111,0.8000277777777778,800.1111111111111,57.66889618591279,,,,,,,36.50479420569304,37.03772775577525,0.07207610966160466,0.04562465599933861,793.0,48.925799999999995,0.06169709962168978,68.75,764.0,848.0,16.666666666666664,52.77777777777778,688.0,911.0,9.0,85.9375,0.0390625,9.667450433106959,0.1494140625,27.098975971032225,0.3994140625,63.23357359586082,29.999126672456974,70.00087332754303,0.42855360578270535,19.380715651952514
81.88407243423877,0.07343902439024372,0.026609756097560732,0.07343902439024372,0.17475609756097552,0.148951219512195,0.7328,0.732825,0.73285,0.733025,732.85,42.12712750467176,,,,,,,29.02783809751227,29.360273176958707,0.057483970123042585,0.03960952186329026,728.0,51.149699999999996,0.07026057692307691,64.25,690.2,767.6,5.0,52.5,665.0,811.0,10.0,54.6875,0.0390625,9.666567364768568,0.1494140625,27.096971883064136,0.3994140625,63.236460752167304,29.996614866261485,70.00338513373852,0.4285023475501108,18.60636617575591
77.74594561088213,0.07402564102564106,0.02712820512820518,0.07402564102564106,0.17184615384615412,0.15556410256410266,0.7715263157894736,0.7717105263157894,0.7716578947368422,0.771842105263158,771.7105263157895,60.288902611458134,,,,,,,26.334644738699506,26.573372840950096,0.0781237271691529,0.034125029840429026,798.0,44.477999999999994,0.055736842105263154,112.5,692.0,823.6,5.263157894736842,31.57894736842105,662.0,846.0,7.6,148.4375,0.0390625,9.694186246110954,0.1494140625,27.159641791921985,0.3994140625,63.14617196196707,30.075186372762566,69.92481362723743,0.43010749421643857,19.404621107724843
81.10014724799414,0.07285000000000011,0.026350000000000085,0.07285000000000011,0.18232500000000004,0.14877499999999977,0.7404871794871795,0.7404615384615385,0.7404615384615385,0.7406666666666667,740.4871794871794,46.79511433948937,,,,,,,26.5280387911595,26.860791755133725,0.06319503650542213,0.03582511558070641,750.0,50.4084,0.0672112,78.0,693.2,780.0,2.564102564102564,48.717948717948715,653.0,829.0,9.75,39.0625,0.0390625,9.654927601258937,0.1494140625,27.07055407353638,0.3994140625,63.274518325204674,29.963509192908237,70.03649080709177,0.42782710623579945,18.28159643900741
83.51753087605546,0.07253658536585385,0.027073170731707594,0.07253658536585385,0.15736585365853673,0.1479999999999999,0.718125,0.71815,0.718225,0.7183249999999999,718.15,56.455814353873016,,,,,,,18.04978869114184,18.173143863810047,0.07861284460610321,0.025133730684594915,709.5,60.7866,0.0856752642706131,76.25,663.2,768.8,0.0,25.0,639.0,842.0,10.0,31.25,0.0390625,9.628454346667176,0.1494140625,27.010458053541676,0.3994140625,63.361087599791155,29.888232914765414,70.11176708523459,0.42629410379045807,16.962601770930927
92.31225452434472,0.06435555555555551,0.04131111111111086,0.06435555555555551,0.09599999999999988,0.24195555555555567,0.6513095238095238,0.6499999999999999,0.6507045454545455,0.6507045454545455,650.75,91.33381782817231,,,,,,,31.91558633587656,32.289869292314094,0.14035162171059903,0.049044312463890224,611.0,37.8063,0.061876104746317516,77.25,586.2,757.0,6.8181818181818175,36.36363636363637,557.0,859.0,7.333333333333333,62.5,0.0390625,9.690206000279328,0.1494140625,27.150611566185233,0.3994140625,63.15918243353544,30.06386169618459,69.93613830381541,0.42987591859278335,15.31051750656419
110.60655321195557,0.06824074074074066,0.046407407407407515,0.06824074074074066,0.08903703703703734,0.20875555555555517,0.5426792452830189,0.5429245283018869,0.542622641509434,0.5371904761904761,542.6037735849056,16.18800555805904,,,,,,,7.515368868576528,7.4763326924303914,0.029833934716500768,0.013850565061358787,541.0,16.3086,0.0301452865064695,21.0,528.4,553.6,0.0,0.0,517.0,588.0,4.818181818181818,54.6875,0.0390625,9.177688598899685,0.1494140625,26.030323345183028,0.3994140625,64.79198805591729,28.66071446940478,71.33928553059522,0.4017521938471487,14.329737036095075
112.4681105954049,0.06671428571428592,0.04494642857142868,0.06671428571428592,0.08899999999999982,0.20925454545454553,0.5337272727272727,0.5337999999999999,0.5337818181818182,0.5326666666666667,533.7818181818182,29.096703968287922,,,,,,,9.439868172337532,9.416297927883688,0.05451048158102854,0.017684881445553656,528.0,32.6172,0.061775,53.0,505.8,561.0,0.0,0.0,500.0,597.0,3.6666666666666665,0.0,0.0390625,9.114985580566156,0.1494140625,25.89004245397652,0.3994140625,64.99497196545732,28.486591127657324,71.51340887234268,0.3983391587234813,14.37571320160502
96.26018693415702,0.06335416666666666,0.0404166666666667,0.06335416666666666,0.09429166666666651,0.2135625000000002,0.6235957446808511,0.6235531914893617,0.6235744680851063,0.6237021276595746,623.5744680851063,29.365570405738655,,,,,,,17.435595774162696,17.50676887725828,0.04709232322470714,0.0279607274937098,623.0,23.7216,0.03807640449438202,29.0,603.0,644.2,0.0,34.04255319148936,555.0,691.0,5.875,109.375,0.0390625,9.671886458965828,0.1494140625,27.10904304607387,0.3994140625,63.219070494960306,30.01174494113485,69.98825505886515,0.4288111614712043,15.153646894635505
90.04577371387465,0.06404444444444422,0.04206666666666666,0.06404444444444422,0.11417777777777785,0.22111111111111134,0.6682954545454546,0.6663636363636364,0.6663636363636364,0.6665,666.3636363636364,25.074856218457594,,,,,,,18.138357147217054,18.350470194729706,0.03762938859522968,0.027219908406464884,669.0,28.1694,0.0421067264573991,32.5,644.6,688.4,2.272727272727273,27.27272727272727,616.0,721.0,5.5,62.5,0.0390625,9.67441821344444,0.1494140625,27.114788352964748,0.3994140625,63.210793433590815,30.01894681070366,69.98105318929633,0.42895820286533043,16.61967344411893
96.12149677997819,0.06527083333333339,0.04324999999999992,0.06527083333333339,0.09160869565217376,0.22243749999999998,0.6233863636363636,0.6242765957446808,0.6242978723404256,0.6243404255319149,624.2978723404256,22.478893379091556,,,,,,,19.60922586769898,19.82469060257745,0.03600667946347567,0.03141004756941763,622.0,20.7564,0.03337041800643087,27.0,604.4,636.8,0.0,31.914893617021278,590.0,694.0,4.7,54.6875,0.0390625,9.676184815591506,0.1494140625,27.118797198874194,0.3994140625,63.2050179855343,30.023972241991157,69.97602775800885,0.4290608255990191,15.59968574458887
91.89367129002083,0.06397826086956496,0.041826086956521416,0.06397826086956496,0.10730434782608678,0.21941304347826102,0.6533777777777777,0.6534000000000001,0.6533555555555556,0.6533777777777778,653.3777777777777,47.809892894524026,,,,,,,22.459559616827267,22.518714321972016,0.07317342970728458,0.03437453856054782,643.0,35.5824,0.05533810264385692,48.0,619.0,676.8,2.2222222222222223,37.77777777777778,592.0,790.0,5.0,31.25,0.0390625,9.655751212559224,0.1494140625,27.072423465870177,0.3994140625,63.27182532157061,29.965851539222335,70.03414846077767,0.4278748610187583,15.899097000038944
66.38452784564048,0.09506060606060589,0.06733333333333283,0.09506060606060589,0.16134374999999973,0.0804242424242426,0.902483870967742,0.90246875,0.903875,0.904,903.9375,42.36396635303746,,,,,,,33.51359858807437,33.98567060470653,0.04686603482324548,0.03707512807918067,894.5,38.547599999999996,0.04309401900503074,59.75,872.2,940.4,9.375,59.375,834.0,994.0,8.0,78.125,0.0390625,9.772198914759258,0.1494140625,27.325650643080497,0.3994140625,62.902150442160256,30.285178530800263,69.71482146919973,0.43441520601441064,17.716464693490927
65.06535747825845,0.09596874999999962,0.0691249999999996,0.09596874999999962,0.16074999999999995,0.07512500000000003,0.9219677419354839,0.9228064516129033,0.9220000000000002,0.9220645161290323,922.0,46.616163148275795,,,,,,,37.89239149662282,38.473173218117374,0.05055982987882408,0.041098038499590914,921.0,65.2344,0.07082996742671009,83.5,875.0,971.0,16.129032258064516,51.61290322580645,841.0,1004.0,7.75,39.0625,0.0390625,9.772198914759258,0.1494140625,27.325650643080486,0.3994140625,62.902150442160256,30.285178530800252,69.71482146919975,0.43441520601441047,17.184602502302365
63.4150475113131,0.09465625000000008,0.06771875000000024,0.09465625000000008,0.1619375,0.09483870967741917,0.9460967741935484,0.9439032258064516,0.9460322580645162,0.9468333333333334,946.0322580645161,30.89820261327804,,,,,,,28.628074798467765,29.114143183912045,0.03266083407820845,0.030261203626436414,949.0,20.7564,0.021871865121180188,34.0,926.0,963.0,9.67741935483871,51.61290322580645,878.0,1008.9999999999999,6.2,93.75,0.0390625,9.772198914759258,0.1494140625,27.32565064308049,0.3994140625,62.90215044216024,30.28517853080026,69.71482146919972,0.43441520601441064,18.56705373864778
62.971971658452645,0.09406451612903277,0.06709677419354854,0.09406451612903277,0.16406451612903208,0.06870967741935506,0.9532666666666667,0.9554666666666667,0.9532666666666666,0.9533000000000001,953.2666666666667,40.279997032268255,,,,,,,34.90430266926395,35.47339945600812,0.0422547000128697,0.03661546541988665,956.5,41.5128,0.043400731834814424,55.25,926.0,991.6,20.0,56.666666666666664,871.0,1012.0,7.5,85.9375,0.0390625,9.772198914759258,0.1494140625,27.32565064308049,0.3994140625,62.90215044216024,30.285178530800255,69.71482146919973,0.4344152060144105,18.239654011571762
63.18770598541845,0.07931249999999981,0.051625000000000386,0.07931249999999981,0.16718750000000043,0.09981249999999962,0.9499032258064516,0.9498387096774193,0.9499354838709677,0.9499032258064516,949.9354838709677,37.82762260912077,,,,,,,35.89057443582275,36.50406999824515,0.03982125444453763,0.03778211788612148,954.0,41.5128,0.04351446540880503,51.0,926.0,982.0,19.35483870967742,51.61290322580645,845.0,1014.0,5.166666666666667,140.625,0.0390625,9.77219891475926,0.1494140625,27.325650643080497,0.3994140625,62.902150442160256,30.285178530800255,69.71482146919973,0.43441520601441064,18.687928610458933
62.20834960348533,0.08693548387096754,0.060225806451612934,0.08693548387096754,0.16541935483870956,0.08138709677419327,0.9654333333333335,0.9660333333333334,0.9652666666666666,0.9652000000000001,965.2333333333333,42.58596444623618,,,,,,,29.059985523408123,29.3654147971197,0.044119865089169645,0.030106694951211925,955.5,32.6172,0.03413626373626373,45.75,933.8,985.0,10.0,50.0,898.0,1078.0,5.0,39.0625,0.0390625,9.772198914759258,0.1494140625,27.325650643080497,0.3994140625,62.902150442160256,30.28517853080026,69.71482146919973,0.4344152060144106,18.152240511351295
57.75381369074347,0.10431034482758604,0.07644827586206882,0.10431034482758604,0.16510344827586224,0.1934137931034484,1.0386785714285716,1.03825,1.038857142857143,1.0389642857142858,1038.857142857143,56.38736021072801,,,,,,,56.97432820204266,58.04375007765197,0.054278262029028614,0.05484327522198826,1041.0,51.89100000000017,0.04984726224783878,68.25000000000011,1009.8,1086.6,21.428571428571427,53.57142857142857,886.0,1101.0,5.6,203.125,0.0390625,9.772198914759258,0.1494140625,27.32565064308049,0.3994140625,62.90215044216024,30.285178530800263,69.71482146919973,0.4344152060144105,19.579346206346464
68.71416347249527,0.054088235294117354,0.02964705882352933,0.054088235294117354,0.17494117647058843,0.18485294117647055,0.8734848484848485,0.8732121212121212,0.8732121212121212,0.8675454545454546,873.2424242424242,27.9698836954928,,,,,,,28.22288521749681,28.64491665199953,0.03202991851862659,0.03231964507677394,877.0,23.7216,0.027048574686431015,28.0,851.4,893.6,15.151515151515152,42.42424242424242,815.0,929.0,4.714285714285714,85.9375,0.0390625,9.662131461447029,0.1494140625,27.086904478328073,0.3994140625,63.2509640602249,29.98399775922137,70.01600224077862,0.42824492686842003,20.369988618832174
65.05027413873754,0.05421874999999979,0.03006249999999991,0.05421874999999979,0.1797187500000002,0.20293749999999988,0.9225483870967743,0.9227741935483872,0.9228064516129032,0.9226451612903226,922.7096774193549,33.9737090001343,,,,,,,34.226208281568866,34.718324685467145,0.036819500035105694,0.03709314979473622,921.0,28.1694,0.030585667752442997,36.5,902.0,941.0,9.67741935483871,38.70967741935484,856.0,993.0,4.428571428571429,62.5,0.0390625,9.77219891475926,0.1494140625,27.325650643080497,0.3994140625,62.902150442160256,30.285178530800263,69.71482146919975,0.43441520601441064,17.64023697438811
